Index	Gene_name	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
66	9530064J02	1_astrocytes_dex_up_michkor_cells_dex	michkor_cells_dex						Regulation: UP|Probe.Set:ILMN_2636004|Identifier:XM_489200|FirstOfLocuslink:None|FirstOfName:9530064J02|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.8247141168451907e-17|ANOVA.CELL:5.61608807332879e-29|ANOVA.INT:6.07745213718091e-14|FDR_ANOVA.TREAT:2.54703858733636e-14|FDR_ANOVA.CELL:5.884212632128059e-28|FDR_ANOVA.INT:5.1021868178580295e-11|TTEST.ASTRO.DEX:1.25532474721798e-06|TTEST.ASTRO.ALD:1.0364793118860502e-05|TTEST.ASTRO.DHT:0.23327130570730603|TTEST.ASTRO.PRG:0.00016740757559149502|TTEST.ASTRO.ESR:0.7312873452513691|TTEST.NEURO.DEX:0.0928580970396249|TTEST.NEURO.ALD:0.5135388581690641|TTEST.NEURO.DHT:0.547198777592177|TTEST.NEURO.PRG:0.392792169030648|TTEST.NEURO.ESR:0.175936673207181|FDR_TTEST.ASTRO.DEX:0.000715597097259788|FDR_TTEST.ASTRO.ALD:0.0159527985823422|FDR_TTEST.ASTRO.DHT:0.9210482718965681|FDR_TTEST.ASTRO.PRG:0.36198613421618103|FDR_TTEST.ASTRO.ESR:0.9880586851366481|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:2.163859375|FOLD.ASTRO.ALD:1.5326796875|FOLD.ASTRO.DHT:0.17216406249999802|FOLD.ASTRO.PRG:0.7156874999999999|FOLD.ASTRO.ESR:0.0318020833333321|FOLD.NEURO.DEX:0.283906249999999|FOLD.NEURO.ALD:0.0696718749999974|FOLD.NEURO.DHT:0.10831249999999801|FOLD.NEURO.PRG:-0.059356770833334196|FOLD.NEURO.ESR:-0.12157291666666802
67	Smox	1_astrocytes_dex_up_michkor_cells_dex	michkor_cells_dex	ENSMUSG00000027333	ENSMUST00000183881|ENSMUST00000110182|ENSMUST00000151627|ENSMUST00000110188|ENSMUST00000183575|ENSMUST00000110189|ENSMUST00000110186|ENSMUST00000110181|ENSMUST00000129143|ENSMUST00000131698|ENSMUST00000110180|ENSMUST00000151143|ENSMUST00000028806|ENSMUST00000183947|ENSMUST00000149180|ENSMUST00000110183|ENSMUST00000110179	NM_001177837|NM_001177839|NM_001177836|NM_001177833|NM_145533|NM_001177834|NM_001177838|NM_001177835|NM_001177840	SMOX	B130066H01Rik|SMO	Regulation: UP|Probe.Set:ILMN_2608052|Identifier:NM_145533.1|FirstOfLocuslink:NP_663508.1|FirstOfName:Smox|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.90411774659407e-12|ANOVA.CELL:0.066677591340773|ANOVA.INT:0.003979174536473741|FDR_ANOVA.TREAT:1.1938326677565202e-09|FDR_ANOVA.CELL:0.09856847336789601|FDR_ANOVA.INT:0.180663131806429|TTEST.ASTRO.DEX:4.2547818843233004e-05|TTEST.ASTRO.ALD:0.00663438162844161|TTEST.ASTRO.DHT:0.11055681625661701|TTEST.ASTRO.PRG:0.266615113522152|TTEST.ASTRO.ESR:0.68542468179552|TTEST.NEURO.DEX:0.0185141689850928|TTEST.NEURO.ALD:0.69899810735235|TTEST.NEURO.DHT:0.694006999378034|TTEST.NEURO.PRG:0.5853820412607951|TTEST.NEURO.ESR:0.26264383244677|FDR_TTEST.ASTRO.DEX:0.00686924121422181|FDR_TTEST.ASTRO.ALD:0.384361276426177|FDR_TTEST.ASTRO.DHT:0.897934562361108|FDR_TTEST.ASTRO.PRG:0.9108991004944981|FDR_TTEST.ASTRO.ESR:0.9860111541866781|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.16006770833333|FOLD.ASTRO.ALD:0.554111979166667|FOLD.ASTRO.DHT:0.195138020833333|FOLD.ASTRO.PRG:0.1676484375|FOLD.ASTRO.ESR:0.054507812500000696|FOLD.NEURO.DEX:0.45451302083333406|FOLD.NEURO.ALD:0.0655078124999999|FOLD.NEURO.DHT:-0.0579791666666658|FOLD.NEURO.PRG:-0.0766562499999992|FOLD.NEURO.ESR:-0.211171875
68	Pex11a	1_astrocytes_dex_up_michkor_cells_dex	michkor_cells_dex	ENSMUSG00000030545	ENSMUST00000139620|ENSMUST00000205297|ENSMUST00000032761|ENSMUST00000150606	NM_011068	PEX11A	PEX11alpha	Regulation: UP|Probe.Set:ILMN_1249264|Identifier:NM_011068.1|FirstOfLocuslink:NP_035198.1|FirstOfName:Pex11a|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.2576697956987298e-06|ANOVA.CELL:6.42422008933517e-19|ANOVA.INT:9.19728355664812e-06|FDR_ANOVA.TREAT:0.00011851356152366|FDR_ANOVA.CELL:3.2274174562611505e-18|FDR_ANOVA.INT:0.00120990134172271|TTEST.ASTRO.DEX:0.000169405448113473|TTEST.ASTRO.ALD:0.465995331441905|TTEST.ASTRO.DHT:0.890925008067674|TTEST.ASTRO.PRG:0.272516501610621|TTEST.ASTRO.ESR:0.48216642985414604|TTEST.NEURO.DEX:0.7602983418111531|TTEST.NEURO.ALD:0.46504425551869305|TTEST.NEURO.DHT:0.343082503301647|TTEST.NEURO.PRG:0.142409904009099|TTEST.NEURO.ESR:0.12720312019145602|FDR_TTEST.ASTRO.DEX:0.015520093573792599|FDR_TTEST.ASTRO.ALD:0.898480158117113|FDR_TTEST.ASTRO.DHT:0.9910117083866581|FDR_TTEST.ASTRO.PRG:0.9108991004944981|FDR_TTEST.ASTRO.ESR:0.9717930829761621|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.8003046875000001|FOLD.ASTRO.ALD:0.12765625|FOLD.ASTRO.DHT:-0.0169114583333334|FOLD.ASTRO.PRG:0.148549479166667|FOLD.ASTRO.ESR:0.08871614583333359|FOLD.NEURO.DEX:-0.007786458333332471|FOLD.NEURO.ALD:-0.0544374999999997|FOLD.NEURO.DHT:-0.0827682291666658|FOLD.NEURO.PRG:-0.0600677083333325|FOLD.NEURO.ESR:-0.0468880208333324
69	Cyp2d22	1_astrocytes_dex_up_michkor_cells_dex	michkor_cells_dex	ENSMUSG00000061740	ENSMUST00000228986|ENSMUST00000230663|ENSMUST00000023083|ENSMUST00000230370|ENSMUST00000229599|ENSMUST00000229438	NM_001163472|NM_019823	CYP2D6	2D22	Regulation: UP|Probe.Set:ILMN_1214498|Identifier:NM_019823.3|FirstOfLocuslink:NP_062797.3|FirstOfName:Cyp2d22|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:9.5833676444884e-09|ANOVA.CELL:1.0555167181232901e-45|ANOVA.INT:5.32271560362325e-08|FDR_ANOVA.TREAT:1.48490744166647e-06|FDR_ANOVA.CELL:1.18294730443264e-43|FDR_ANOVA.INT:1.2539340320494902e-05|TTEST.ASTRO.DEX:1.3385506697539498e-06|TTEST.ASTRO.ALD:0.000135479617743672|TTEST.ASTRO.DHT:0.5576209932068931|TTEST.ASTRO.PRG:0.0153807544023382|TTEST.ASTRO.ESR:0.42496075984581205|TTEST.NEURO.DEX:0.8104664108707941|TTEST.NEURO.ALD:0.9791058985006231|TTEST.NEURO.DHT:0.48985213552043105|TTEST.NEURO.PRG:0.20679324614437|TTEST.NEURO.ESR:0.7278188983084941|FDR_TTEST.ASTRO.DEX:0.000735788555062127|FDR_TTEST.ASTRO.ALD:0.0764703514453953|FDR_TTEST.ASTRO.DHT:0.963747945029334|FDR_TTEST.ASTRO.PRG:0.8138916143747341|FDR_TTEST.ASTRO.ESR:0.969027344857023|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.0465703125|FOLD.ASTRO.ALD:0.3737265625|FOLD.ASTRO.DHT:0.0261015624999992|FOLD.ASTRO.PRG:0.1764609375|FOLD.ASTRO.ESR:0.0718541666666663|FOLD.NEURO.DEX:-0.0174609375000001|FOLD.NEURO.ALD:0.00210677083333355|FOLD.NEURO.DHT:-0.07045833333333369|FOLD.NEURO.PRG:-0.09934375000000009|FOLD.NEURO.ESR:-0.0620598958333334
70	Gm129	1_astrocytes_dex_up_michkor_cells_dex	michkor_cells_dex	ENSMUSG00000038550	ENSMUST00000036418|ENSMUST00000161994|ENSMUST00000159739|ENSMUST00000161867|ENSMUST00000159863|ENSMUST00000161866	NM_001033302	CIART		Regulation: UP|Probe.Set:ILMN_1236079|Identifier:NM_001033302.1|FirstOfLocuslink:NP_001028474.1|FirstOfName:Gm129|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:0.000155047039832629|ANOVA.CELL:5.2576305249183e-22|ANOVA.INT:0.000994273893620475|FDR_ANOVA.TREAT:0.008247859466856921|FDR_ANOVA.CELL:3.1963901495401898e-21|FDR_ANOVA.INT:0.06280383415052229|TTEST.ASTRO.DEX:0.000378034513631125|TTEST.ASTRO.ALD:0.0369393599733515|TTEST.ASTRO.DHT:0.29194474772749|TTEST.ASTRO.PRG:0.0611285048168135|TTEST.ASTRO.ESR:0.46081927756759306|TTEST.NEURO.DEX:0.592716206721683|TTEST.NEURO.ALD:0.698415831415613|TTEST.NEURO.DHT:0.92130212152353|TTEST.NEURO.PRG:0.367858544971541|TTEST.NEURO.ESR:0.8800287570602471|FDR_TTEST.ASTRO.DEX:0.0262092577063117|FDR_TTEST.ASTRO.ALD:0.594082245094207|FDR_TTEST.ASTRO.DHT:0.9313076710536411|FDR_TTEST.ASTRO.PRG:0.856438579894999|FDR_TTEST.ASTRO.ESR:0.9715846481811461|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.7555468750000001|FOLD.ASTRO.ALD:0.2094609375|FOLD.ASTRO.DHT:0.109776041666668|FOLD.ASTRO.PRG:0.150348958333334|FOLD.ASTRO.ESR:0.0693776041666672|FOLD.NEURO.DEX:0.06920572916666501|FOLD.NEURO.ALD:0.06642708333333219|FOLD.NEURO.DHT:0.016114583333331798|FOLD.NEURO.PRG:0.125622395833332|FOLD.NEURO.ESR:0.0206015624999996
71	Galntl4	1_astrocytes_dex_up_michkor_cells_dex	michkor_cells_dex	ENSMUSG00000038296	ENSMUST00000049430|ENSMUST00000106663	NM_001360903|NM_173739	GALNT18		Regulation: UP|Probe.Set:ILMN_2736514|Identifier:NM_173739.3|FirstOfLocuslink:NP_776100.2|FirstOfName:Galntl4|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:5.43350685614971e-17|ANOVA.CELL:1.3744551979739499e-27|ANOVA.INT:4.90398133588298e-15|FDR_ANOVA.TREAT:3.5336161348712196e-14|FDR_ANOVA.CELL:1.2702981247247701e-26|FDR_ANOVA.INT:4.9225311783274e-12|TTEST.ASTRO.DEX:1.50138888839088e-06|TTEST.ASTRO.ALD:2.60321873415297e-05|TTEST.ASTRO.DHT:0.6525262838331221|TTEST.ASTRO.PRG:0.07574547676104809|TTEST.ASTRO.ESR:0.8703435753280471|TTEST.NEURO.DEX:0.11262852369614501|TTEST.NEURO.ALD:0.346867584028941|TTEST.NEURO.DHT:0.46974169043406405|TTEST.NEURO.PRG:0.434309331762944|TTEST.NEURO.ESR:0.42847118028397|FDR_TTEST.ASTRO.DEX:0.000796840580834029|FDR_TTEST.ASTRO.ALD:0.0288674565767519|FDR_TTEST.ASTRO.DHT:0.97248336545082|FDR_TTEST.ASTRO.PRG:0.85703128377737|FDR_TTEST.ASTRO.ESR:0.9941703225312281|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.9830859375|FOLD.ASTRO.ALD:0.8383072916666661|FOLD.ASTRO.DHT:0.0564348958333341|FOLD.ASTRO.PRG:0.216692708333333|FOLD.ASTRO.ESR:-0.0169713541666674|FOLD.NEURO.DEX:0.109083333333334|FOLD.NEURO.ALD:-0.0973411458333331|FOLD.NEURO.DHT:-0.0583359375000008|FOLD.NEURO.PRG:-0.11061979166666601|FOLD.NEURO.ESR:-0.0646406249999991
72	Lrg1	1_astrocytes_dex_up_michkor_cells_dex	michkor_cells_dex	ENSMUSG00000037095	ENSMUST00000041357	NM_029796	LRG1	2310031E04Rik|Lrhg|1300008B03Rik	Regulation: UP|Probe.Set:ILMN_2652500|Identifier:NM_029796.2|FirstOfLocuslink:NP_084072.1|FirstOfName:Lrg1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.5756216798741e-08|ANOVA.CELL:1.23558102547318e-20|ANOVA.INT:1.70276146965058e-08|FDR_ANOVA.TREAT:2.33931689538606e-06|FDR_ANOVA.CELL:6.89947010160826e-20|FDR_ANOVA.INT:4.67995881545512e-06|TTEST.ASTRO.DEX:1.5433715315099002e-06|TTEST.ASTRO.ALD:0.023313538111126398|TTEST.ASTRO.DHT:0.7409098279259411|TTEST.ASTRO.PRG:0.9920055493909591|TTEST.ASTRO.ESR:0.0027706158339690203|TTEST.NEURO.DEX:0.5838939501335231|TTEST.NEURO.ALD:0.49019981382948|TTEST.NEURO.DHT:0.148102825765244|TTEST.NEURO.PRG:0.188652153719705|TTEST.NEURO.ESR:0.22994894827703|FDR_TTEST.ASTRO.DEX:0.000800715023549867|FDR_TTEST.ASTRO.ALD:0.5414885858868961|FDR_TTEST.ASTRO.DHT:0.9814494994965011|FDR_TTEST.ASTRO.PRG:0.9996637960980641|FDR_TTEST.ASTRO.ESR:0.867316536877425|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.12815364583333|FOLD.ASTRO.ALD:0.142486979166666|FOLD.ASTRO.DHT:-0.0319348958333325|FOLD.ASTRO.PRG:-0.0020781250000006|FOLD.ASTRO.ESR:-0.32045572916666704|FOLD.NEURO.DEX:-0.0728255208333328|FOLD.NEURO.ALD:-0.08949218750000029|FOLD.NEURO.DHT:-0.12324739583333201|FOLD.NEURO.PRG:-0.0919869791666663|FOLD.NEURO.ESR:-0.0742942708333327
73	Mat2a	1_astrocytes_dex_up_michkor_cells_dex	michkor_cells_dex	ENSMUSG00000053907	ENSMUST00000206368|ENSMUST00000205335|ENSMUST00000206692|ENSMUST00000206783|ENSMUST00000205823|ENSMUST00000206900|ENSMUST00000206904|ENSMUST00000206962|ENSMUST00000059472|ENSMUST00000205384	NM_001363799|NM_145569|NM_001363798	MAT2A	D630045P18Rik	Regulation: UP|Probe.Set:ILMN_2593368|Identifier:NM_145569.4|FirstOfLocuslink:NP_663544.1|FirstOfName:Mat2a|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:7.052920377078259e-07|ANOVA.CELL:1.14224594025252e-06|ANOVA.INT:0.160906075083455|FDR_ANOVA.TREAT:7.01856779075887e-05|FDR_ANOVA.CELL:2.96870787150849e-06|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.005085499948057351|TTEST.ASTRO.ALD:0.0932449259755867|TTEST.ASTRO.DHT:0.729653079717638|TTEST.ASTRO.PRG:0.47976622342624603|TTEST.ASTRO.ESR:0.9427198256869441|TTEST.NEURO.DEX:0.00586046656465117|TTEST.NEURO.ALD:0.625741187007755|TTEST.NEURO.DHT:0.6174703583543331|TTEST.NEURO.PRG:0.7419506976708611|TTEST.NEURO.ESR:0.41124259149086806|FDR_TTEST.ASTRO.DEX:0.12476069786694902|FDR_TTEST.ASTRO.ALD:0.7000938772783091|FDR_TTEST.ASTRO.DHT:0.9802750988684511|FDR_TTEST.ASTRO.PRG:0.941627373989776|FDR_TTEST.ASTRO.ESR:0.998196346409513|FDR_TTEST.NEURO.DEX:0.921629056612525|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.8583880208333331|FOLD.ASTRO.ALD:0.32644531250000103|FOLD.ASTRO.DHT:0.0555494791666682|FOLD.ASTRO.PRG:0.0955078125000011|FOLD.ASTRO.ESR:0.011242187500000599|FOLD.NEURO.DEX:0.32699739583333304|FOLD.NEURO.ALD:0.0562760416666652|FOLD.NEURO.DHT:-0.0697890624999999|FOLD.NEURO.PRG:-0.0351093750000011|FOLD.NEURO.ESR:-0.12822135416666702
74	BC023892	1_astrocytes_dex_up_michkor_cells_dex	michkor_cells_dex						Regulation: UP|Probe.Set:ILMN_2502471|Identifier:XM_994662.1|FirstOfLocuslink:XP_999756.2|FirstOfName:BC023892|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:4.0103652013250004e-14|ANOVA.CELL:3.0937107021875505e-32|ANOVA.INT:4.3168307435859206e-13|FDR_ANOVA.TREAT:1.6533446679105398e-11|FDR_ANOVA.CELL:4.49069468603608e-31|FDR_ANOVA.INT:3.1144584805365e-10|TTEST.ASTRO.DEX:1.94766456031591e-06|TTEST.ASTRO.ALD:0.000663653407878387|TTEST.ASTRO.DHT:0.328412628544868|TTEST.ASTRO.PRG:0.0135828446527965|TTEST.ASTRO.ESR:0.10995703617409601|TTEST.NEURO.DEX:0.674289144596939|TTEST.NEURO.ALD:0.49059189623978805|TTEST.NEURO.DHT:0.5149572855219441|TTEST.NEURO.PRG:0.35805828508791104|TTEST.NEURO.ESR:0.0397301456609949|FDR_TTEST.ASTRO.DEX:0.0009670049828820111|FDR_TTEST.ASTRO.ALD:0.172154676715599|FDR_TTEST.ASTRO.DHT:0.9342418488794481|FDR_TTEST.ASTRO.PRG:0.8122010281753471|FDR_TTEST.ASTRO.ESR:0.934626371936716|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.75726302083333|FOLD.ASTRO.ALD:0.707877604166667|FOLD.ASTRO.DHT:0.19090364583333402|FOLD.ASTRO.PRG:0.425507812500001|FOLD.ASTRO.ESR:0.22965364583333403|FOLD.NEURO.DEX:0.0224010416666669|FOLD.NEURO.ALD:-0.0700911458333326|FOLD.NEURO.DHT:-0.0458854166666676|FOLD.NEURO.PRG:-0.0520468750000003|FOLD.NEURO.ESR:-0.1294609375
75	Pim3	1_astrocytes_dex_up_michkor_cells_dex	michkor_cells_dex	ENSMUSG00000035828	ENSMUST00000229969|ENSMUST00000042818	NM_145478	PIM3	KID-1/kinase induced by depolarization|Kid1	Regulation: UP|Probe.Set:ILMN_2717667|Identifier:NM_145478.1|FirstOfLocuslink:None|FirstOfName:Pim3|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:4.26702824998346e-22|ANOVA.CELL:7.074079289970259e-08|ANOVA.INT:1.33568680819701e-20|FDR_ANOVA.TREAT:7.08574265330649e-19|FDR_ANOVA.CELL:1.9677565965322098e-07|FDR_ANOVA.INT:4.4052859058349105e-17|TTEST.ASTRO.DEX:2.14577658011518e-06|TTEST.ASTRO.ALD:4.63494726130586e-06|TTEST.ASTRO.DHT:0.338817998090423|TTEST.ASTRO.PRG:0.00906003960920451|TTEST.ASTRO.ESR:0.0939501091164319|TTEST.NEURO.DEX:0.0826408998323634|TTEST.NEURO.ALD:0.943561408958788|TTEST.NEURO.DHT:0.37421674284037504|TTEST.NEURO.PRG:0.651236012630184|TTEST.NEURO.ESR:0.153516112095738|FDR_TTEST.ASTRO.DEX:0.00102705486196455|FDR_TTEST.ASTRO.ALD:0.0102398455165708|FDR_TTEST.ASTRO.DHT:0.9351072684291261|FDR_TTEST.ASTRO.PRG:0.7758516182416371|FDR_TTEST.ASTRO.ESR:0.934626371936716|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.99527083333333|FOLD.ASTRO.ALD:0.9721171875000001|FOLD.ASTRO.DHT:-0.0657291666666637|FOLD.ASTRO.PRG:0.19602864583333401|FOLD.ASTRO.ESR:-0.11078385416666602|FOLD.NEURO.DEX:0.13303385416666602|FOLD.NEURO.ALD:0.0077552083333323205|FOLD.NEURO.DHT:-0.0696536458333341|FOLD.NEURO.PRG:-0.029463541666666898|FOLD.NEURO.ESR:0.11807812499999801
76	Hspb1	1_astrocytes_dex_up_michkor_cells_dex	michkor_cells_dex	ENSMUSG00000004951	ENSMUST00000111155|ENSMUST00000005077	NM_013560	HSPB1	Hsp25	Regulation: UP|Probe.Set:ILMN_2706269|Identifier:NM_013560.1|FirstOfLocuslink:NP_038588.1|FirstOfName:Hspb1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.43154161009282e-19|ANOVA.CELL:1.71375979839812e-35|ANOVA.INT:3.6108992854102003e-16|FDR_ANOVA.TREAT:3.53124951486362e-16|FDR_ANOVA.CELL:3.5263433570069e-34|FDR_ANOVA.INT:4.76370467441516e-13|TTEST.ASTRO.DEX:2.30183382121543e-06|TTEST.ASTRO.ALD:0.00030984648606637103|TTEST.ASTRO.DHT:0.031138174676857002|TTEST.ASTRO.PRG:0.731897893001153|TTEST.ASTRO.ESR:0.0451778201974658|TTEST.NEURO.DEX:0.0196542111014055|TTEST.NEURO.ALD:0.7436872673584911|TTEST.NEURO.DHT:0.7016721478293271|TTEST.NEURO.PRG:0.536375434669019|TTEST.NEURO.ESR:0.738330612327135|FDR_TTEST.ASTRO.DEX:0.00105417030532338|FDR_TTEST.ASTRO.ALD:0.11537783586797301|FDR_TTEST.ASTRO.DHT:0.8845768646342911|FDR_TTEST.ASTRO.PRG:0.9734760509904831|FDR_TTEST.ASTRO.ESR:0.9148426913910791|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:2.510828125|FOLD.ASTRO.ALD:0.8917578125000001|FOLD.ASTRO.DHT:-0.32370833333333204|FOLD.ASTRO.PRG:-0.0575234374999987|FOLD.ASTRO.ESR:-0.33403385416666603|FOLD.NEURO.DEX:0.29408854166666604|FOLD.NEURO.ALD:0.036247395833332696|FOLD.NEURO.DHT:0.043187499999999296|FOLD.NEURO.PRG:-0.0798932291666672|FOLD.NEURO.ESR:-0.032799479166667
77	Cdkn1a	1_astrocytes_dex_up_michkor_cells_dex	michkor_cells_dex	ENSMUSG00000023067	ENSMUST00000122348|ENSMUST00000119901|ENSMUST00000232979|ENSMUST00000233296|ENSMUST00000023829	NM_007669|NM_001111099	CDKN1A	P21|Waf1|mda6|CAP20|SDI1|CIP1|p21Cip1|p21WAF|Cdkn1|CDKI|p21<WAF1/CIP1>	Regulation: UP|Probe.Set:ILMN_2846775|Identifier:NM_007669.2|FirstOfLocuslink:NP_031695.1|FirstOfName:Cdkn1a|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.82654271557747e-07|ANOVA.CELL:3.9289414109786996e-11|ANOVA.INT:0.00968554646903255|FDR_ANOVA.TREAT:6.82270093829165e-05|FDR_ANOVA.CELL:1.30149179073485e-10|FDR_ANOVA.INT:0.33324919721394103|TTEST.ASTRO.DEX:0.000790647925086853|TTEST.ASTRO.ALD:0.621005414734703|TTEST.ASTRO.DHT:0.864425532848601|TTEST.ASTRO.PRG:0.541912637622597|TTEST.ASTRO.ESR:0.46040597765637503|TTEST.NEURO.DEX:0.0839764451723031|TTEST.NEURO.ALD:0.8154701182494961|TTEST.NEURO.DHT:0.8887838559022441|TTEST.NEURO.PRG:0.768874849571335|TTEST.NEURO.ESR:0.694747487064836|FDR_TTEST.ASTRO.DEX:0.041914325250241496|FDR_TTEST.ASTRO.ALD:0.940011191071847|FDR_TTEST.ASTRO.DHT:0.988472198890141|FDR_TTEST.ASTRO.PRG:0.9515413207840661|FDR_TTEST.ASTRO.ESR:0.9715846481811461|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.9886588541666671|FOLD.ASTRO.ALD:0.0679427083333337|FOLD.ASTRO.DHT:0.0283906250000001|FOLD.ASTRO.PRG:-0.0927786458333344|FOLD.ASTRO.ESR:-0.10194531250000001|FOLD.NEURO.DEX:0.305234375|FOLD.NEURO.ALD:0.0421510416666671|FOLD.NEURO.DHT:-0.0279375000000002|FOLD.NEURO.PRG:0.0544322916666662|FOLD.NEURO.ESR:-0.058252604166666395
