Index	Gene_name	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
31	Fgfrl1	4_neurons_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000008090	ENSMUST00000199802|ENSMUST00000112560|ENSMUST00000197255|ENSMUST00000013633|ENSMUST00000196222	NM_054071|NM_001164259	FGFRL1	fibroblast growth factor receptor 5|FGFR5gamma|FGFR5beta|FGFR5	Regulation: DOWN|Probe.Set:ILMN_2621433|Identifier:NM_054071.1|FirstOfLocuslink:NP_473412.1|FirstOfName:Fgfrl1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:8.242611151956989e-10|ANOVA.CELL:6.52949417232551e-45|ANOVA.INT:0.023088222181794498|FDR_ANOVA.TREAT:1.52237730932185e-07|FDR_ANOVA.CELL:6.1403841937466004e-43|FDR_ANOVA.INT:0.5624525920675391|TTEST.ASTRO.DEX:0.000381975810663541|TTEST.ASTRO.ALD:0.0446420511319284|TTEST.ASTRO.DHT:0.2731578207337|TTEST.ASTRO.PRG:0.9317493578808991|TTEST.ASTRO.ESR:0.767283475205999|TTEST.NEURO.DEX:0.00719835152584626|TTEST.NEURO.ALD:0.040608365848396596|TTEST.NEURO.DHT:0.16487751179179502|TTEST.NEURO.PRG:0.864775916800906|TTEST.NEURO.ESR:0.11991852440122301|FDR_TTEST.ASTRO.DEX:0.026363753485169398|FDR_TTEST.ASTRO.ALD:0.614731729012819|FDR_TTEST.ASTRO.DHT:0.9308086061803951|FDR_TTEST.ASTRO.PRG:0.995404293472908|FDR_TTEST.ASTRO.ESR:0.988803998506053|FDR_TTEST.NEURO.DEX:0.9606262524694361|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.386976562499999|FOLD.ASTRO.ALD:-0.136195312499998|FOLD.ASTRO.DHT:-0.0778333333333325|FOLD.ASTRO.PRG:0.007408854166666151|FOLD.ASTRO.ESR:0.0204036458333334|FOLD.NEURO.DEX:-0.5544192708333361|FOLD.NEURO.ALD:-0.226981770833335|FOLD.NEURO.DHT:0.134200520833332|FOLD.NEURO.PRG:-0.0182161458333354|FOLD.NEURO.ESR:-0.151981770833334
32	Ddit4l	4_neurons_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000046818	ENSMUST00000165845|ENSMUST00000053855|ENSMUST00000167564	NM_030143	DDIT4L	RTP801L|1700108M02Rik|1700037B15Rik|REDD2	Regulation: DOWN|Probe.Set:ILMN_2695819|Identifier:NM_030143.3|FirstOfLocuslink:NP_084419.2|FirstOfName:Ddit4l|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.42584583726404e-14|ANOVA.CELL:1.43747855794246e-46|ANOVA.INT:2.08095628129864e-06|FDR_ANOVA.TREAT:1.46467597860953e-11|FDR_ANOVA.CELL:1.98724954893518e-44|FDR_ANOVA.INT:0.00032682338548531805|TTEST.ASTRO.DEX:3.0294653077785e-06|TTEST.ASTRO.ALD:0.0008861528450119351|TTEST.ASTRO.DHT:0.925257727133562|TTEST.ASTRO.PRG:0.0543551099078339|TTEST.ASTRO.ESR:0.337786455222701|TTEST.NEURO.DEX:0.0079640095183628|TTEST.NEURO.ALD:0.536080922849687|TTEST.NEURO.DHT:0.834859732293577|TTEST.NEURO.PRG:0.5655614976830671|TTEST.NEURO.ESR:0.6891069179543421|FDR_TTEST.ASTRO.DEX:0.00126020298307535|FDR_TTEST.ASTRO.ALD:0.19484391174086202|FDR_TTEST.ASTRO.DHT:0.993257200709689|FDR_TTEST.ASTRO.PRG:0.8560930505428671|FDR_TTEST.ASTRO.ESR:0.95628153178743|FDR_TTEST.NEURO.DEX:0.97541160610314|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-1.01170572916667|FOLD.ASTRO.ALD:-0.378351562499999|FOLD.ASTRO.DHT:0.007408854166666151|FOLD.ASTRO.PRG:-0.1368828125|FOLD.ASTRO.ESR:-0.0590989583333332|FOLD.NEURO.DEX:-0.32610937500000003|FOLD.NEURO.ALD:-0.0620026041666666|FOLD.NEURO.DHT:0.0211015625000002|FOLD.NEURO.PRG:-0.0506197916666657|FOLD.NEURO.ESR:0.0364088541666661
33	Plau	4_neurons_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000021822	ENSMUST00000224141|ENSMUST00000022368	NM_008873	PLAU	uPA|u-PA|urokinase-type plasminogen activator	Regulation: DOWN|Probe.Set:ILMN_2629582|Identifier:NM_008873.2|FirstOfLocuslink:NP_032899.1|FirstOfName:Plau|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.73802547844952e-13|ANOVA.CELL:1.7401196043393e-13|ANOVA.INT:0.0017174450881800602|FDR_ANOVA.TREAT:1.38079670753543e-10|FDR_ANOVA.CELL:6.485976962444531e-13|FDR_ANOVA.INT:0.0953328154574055|TTEST.ASTRO.DEX:0.00014388793641919|TTEST.ASTRO.ALD:0.06531676742865901|TTEST.ASTRO.DHT:0.31686128739775704|TTEST.ASTRO.PRG:0.582940544798599|TTEST.ASTRO.ESR:0.894879549927834|TTEST.NEURO.DEX:0.00821087842202248|TTEST.NEURO.ALD:0.626137818348783|TTEST.NEURO.DHT:0.214531694864937|TTEST.NEURO.PRG:0.8585281335599371|TTEST.NEURO.ESR:0.8943137200039191|FDR_TTEST.ASTRO.DEX:0.014148858503441001|FDR_TTEST.ASTRO.ALD:0.659360884162115|FDR_TTEST.ASTRO.DHT:0.9342103861893091|FDR_TTEST.ASTRO.PRG:0.956291308511881|FDR_TTEST.ASTRO.ESR:0.9948549890456021|FDR_TTEST.NEURO.DEX:0.9805667805524011|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-1.89039322916667|FOLD.ASTRO.ALD:-0.40609895833333304|FOLD.ASTRO.DHT:0.19562239583333402|FOLD.ASTRO.PRG:-0.10220833333333301|FOLD.ASTRO.ESR:0.0233854166666667|FOLD.NEURO.DEX:-0.775953125000001|FOLD.NEURO.ALD:-0.10117447916666801|FOLD.NEURO.DHT:0.500549479166665|FOLD.NEURO.PRG:-0.039361979166667296|FOLD.NEURO.ESR:0.0280859374999984
34	Bcl2a1c	4_neurons_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000053820	ENSMUST00000066460	NM_007535	BCL2A1	A1-c	Regulation: DOWN|Probe.Set:ILMN_2936165|Identifier:NM_007535.2|FirstOfLocuslink:NP_031561.2|FirstOfName:Bcl2a1c|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:9.127175389885239e-07|ANOVA.CELL:3.42551984257092e-36|ANOVA.INT:0.00522541989443251|FDR_ANOVA.TREAT:8.9303254859681e-05|FDR_ANOVA.CELL:7.58245221528618e-35|FDR_ANOVA.INT:0.22111968346708202|TTEST.ASTRO.DEX:0.0060588929701710995|TTEST.ASTRO.ALD:0.9134213335912571|TTEST.ASTRO.DHT:0.149518505712883|TTEST.ASTRO.PRG:0.23634720671973303|TTEST.ASTRO.ESR:0.0240122511038031|TTEST.NEURO.DEX:0.00910948824188675|TTEST.NEURO.ALD:0.0624492341469782|TTEST.NEURO.DHT:0.526482017247174|TTEST.NEURO.PRG:0.145921842463335|TTEST.NEURO.ESR:0.6132697108573321|FDR_TTEST.ASTRO.DEX:0.137004566113947|FDR_TTEST.ASTRO.ALD:0.9897260992522131|FDR_TTEST.ASTRO.DHT:0.9076327457960841|FDR_TTEST.ASTRO.PRG:0.9064749590232971|FDR_TTEST.ASTRO.ESR:0.8712423768954921|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.33452604166666705|FOLD.ASTRO.ALD:-0.0114322916666669|FOLD.ASTRO.DHT:0.18368229166666503|FOLD.ASTRO.PRG:0.11182552083333301|FOLD.ASTRO.ESR:0.239609375000001|FOLD.NEURO.DEX:-0.161755208333333|FOLD.NEURO.ALD:-0.113135416666666|FOLD.NEURO.DHT:0.057630208333334196|FOLD.NEURO.PRG:-0.0948124999999997|FOLD.NEURO.ESR:-0.029252604166666498
35	LOC385644	4_neurons_dex_down_michkor_cells_dex	michkor-cells-dex						Regulation: DOWN|Probe.Set:ILMN_1220243|Identifier:XM_358834.1|FirstOfLocuslink:None|FirstOfName:LOC385644|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.15702862271037e-12|ANOVA.CELL:2.18709599234607e-23|ANOVA.INT:1.3358097076800698e-14|FDR_ANOVA.TREAT:6.91657219618253e-10|FDR_ANOVA.CELL:1.4572434394024202e-22|FDR_ANOVA.INT:1.25876892739632e-11|TTEST.ASTRO.DEX:2.0970260433499401e-07|TTEST.ASTRO.ALD:0.000300010508100504|TTEST.ASTRO.DHT:0.592415409849802|TTEST.ASTRO.PRG:0.030864873026936003|TTEST.ASTRO.ESR:0.57077974926565|TTEST.NEURO.DEX:0.00944644314056494|TTEST.NEURO.ALD:0.00011629707891400101|TTEST.NEURO.DHT:0.467057755306553|TTEST.NEURO.PRG:0.49598981701252404|TTEST.NEURO.ESR:0.802582753798715|FDR_TTEST.ASTRO.DEX:0.000254810738225369|FDR_TTEST.ASTRO.ALD:0.113546600008465|FDR_TTEST.ASTRO.DHT:0.965995510561892|FDR_TTEST.ASTRO.PRG:0.845270986155032|FDR_TTEST.ASTRO.ESR:0.9781339683583761|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.54717708333333|FOLD.ASTRO.ALD:0.6655468750000011|FOLD.ASTRO.DHT:0.0969739583333338|FOLD.ASTRO.PRG:0.202588541666667|FOLD.ASTRO.ESR:0.0477526041666669|FOLD.NEURO.DEX:-0.107231770833334|FOLD.NEURO.ALD:-0.0491718749999999|FOLD.NEURO.DHT:0.0766432291666668|FOLD.NEURO.PRG:-0.0331822916666669|FOLD.NEURO.ESR:0.00887500000000063
36	Slc15a3	4_neurons_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000024737	ENSMUST00000025646|ENSMUST00000138263|ENSMUST00000131010|ENSMUST00000138380	NM_023044	SLC15A3	cI-1|Ci1	Regulation: DOWN|Probe.Set:ILMN_2987709|Identifier:NM_023044.1|FirstOfLocuslink:NP_075531.1|FirstOfName:Slc15a3|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.13371336004399e-10|ANOVA.CELL:1.1105937646395103e-31|ANOVA.INT:0.0034219773058042904|FDR_ANOVA.TREAT:4.49872514551011e-08|FDR_ANOVA.CELL:1.5140406403444e-30|FDR_ANOVA.INT:0.16272541721751502|TTEST.ASTRO.DEX:4.2926441991654704e-05|TTEST.ASTRO.ALD:0.0680143439191596|TTEST.ASTRO.DHT:0.17045846125277|TTEST.ASTRO.PRG:0.629524300486005|TTEST.ASTRO.ESR:0.20922057740354202|TTEST.NEURO.DEX:0.00962217927442033|TTEST.NEURO.ALD:0.225061170262595|TTEST.NEURO.DHT:0.38479599598449704|TTEST.NEURO.PRG:0.49835505986289|TTEST.NEURO.ESR:0.828548321047002|FDR_TTEST.ASTRO.DEX:0.00690622136767478|FDR_TTEST.ASTRO.ALD:0.6638805956800351|FDR_TTEST.ASTRO.DHT:0.9130043568314771|FDR_TTEST.ASTRO.PRG:0.9619242969039931|FDR_TTEST.ASTRO.ESR:0.9459956445326091|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-1.17909114583333|FOLD.ASTRO.ALD:-0.285867187499999|FOLD.ASTRO.DHT:0.1756171875|FOLD.ASTRO.PRG:0.0588906250000001|FOLD.ASTRO.ESR:0.1992265625|FOLD.NEURO.DEX:-0.49098958333333403|FOLD.NEURO.ALD:-0.170739583333333|FOLD.NEURO.DHT:0.28569270833333205|FOLD.NEURO.PRG:-0.09265885416666819|FOLD.NEURO.ESR:-0.0318932291666663
37	Upp1	4_neurons_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000020407	ENSMUST00000146696|ENSMUST00000164791|ENSMUST00000172452|ENSMUST00000020677|ENSMUST00000168121|ENSMUST00000130522|ENSMUST00000166455|ENSMUST00000170444|ENSMUST00000101525	NM_009477|NM_001159401|NM_001159402	UPP1	UdRPase|UPase|Up	Regulation: DOWN|Probe.Set:ILMN_2959292|Identifier:NM_009477.1|FirstOfLocuslink:NP_033503.1|FirstOfName:Upp1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:0.00012080972346430901|ANOVA.CELL:9.010153043682371e-22|ANOVA.INT:0.272622943002772|FDR_ANOVA.TREAT:0.006577240153032991|FDR_ANOVA.CELL:5.3841698801474e-21|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.013545025647302299|TTEST.ASTRO.ALD:0.0050323535661956405|TTEST.ASTRO.DHT:0.0651990820808382|TTEST.ASTRO.PRG:0.9639483425731751|TTEST.ASTRO.ESR:0.299798121015087|TTEST.NEURO.DEX:0.004952893816719051|TTEST.NEURO.ALD:0.9856406041613911|TTEST.NEURO.DHT:0.676616902208315|TTEST.NEURO.PRG:0.910994382560477|TTEST.NEURO.ESR:0.94600873135714|FDR_TTEST.ASTRO.DEX:0.21310845014249502|FDR_TTEST.ASTRO.ALD:0.35313661636096905|FDR_TTEST.ASTRO.DHT:0.8845768646342911|FDR_TTEST.ASTRO.PRG:0.9970863789449381|FDR_TTEST.ASTRO.ESR:0.9558446186724281|FDR_TTEST.NEURO.DEX:0.8728813705846771|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.525861979166667|FOLD.ASTRO.ALD:-0.349901041666666|FOLD.ASTRO.DHT:-0.231406250000001|FOLD.ASTRO.PRG:0.00430468749999946|FOLD.ASTRO.ESR:-0.10971354166666601|FOLD.NEURO.DEX:-0.294190104166667|FOLD.NEURO.ALD:0.00117968749999964|FOLD.NEURO.DHT:-0.0405104166666668|FOLD.NEURO.PRG:0.00825520833333293|FOLD.NEURO.ESR:0.0101744791666665
38	Sox21	4_neurons_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000061517	ENSMUST00000170662	NM_177753	SOX21	Sox25	Regulation: DOWN|Probe.Set:ILMN_3163306|Identifier:NM_145464.1|FirstOfLocuslink:NP_663439.1|FirstOfName:Sox21|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.13548954924854e-08|ANOVA.CELL:5.35714470413999e-18|ANOVA.INT:0.0198589533582875|FDR_ANOVA.TREAT:3.0527583420124502e-06|FDR_ANOVA.CELL:2.549585648e-17|FDR_ANOVA.INT:0.5137071777958361|TTEST.ASTRO.DEX:0.00103932807480851|TTEST.ASTRO.ALD:0.0909106509490312|TTEST.ASTRO.DHT:0.37934668199270405|TTEST.ASTRO.PRG:0.230047836474942|TTEST.ASTRO.ESR:0.7555779314073411|TTEST.NEURO.DEX:0.0991098454623425|TTEST.NEURO.ALD:0.5069841221414151|TTEST.NEURO.DHT:0.602270704240732|TTEST.NEURO.PRG:0.8073150972334581|TTEST.NEURO.ESR:0.2153318463143|FDR_TTEST.ASTRO.DEX:0.049525216229316896|FDR_TTEST.ASTRO.ALD:0.6957912144738221|FDR_TTEST.ASTRO.DHT:0.9426034001401921|FDR_TTEST.ASTRO.PRG:0.903842901807358|FDR_TTEST.ASTRO.ESR:0.988803998506053|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.667940104166666|FOLD.ASTRO.ALD:-0.21584374999999903|FOLD.ASTRO.DHT:-0.10655729166666601|FOLD.ASTRO.PRG:-0.14204687500000002|FOLD.ASTRO.ESR:-0.0344192708333342|FOLD.NEURO.DEX:-0.20998177083333402|FOLD.NEURO.ALD:0.0762786458333338|FOLD.NEURO.DHT:0.0593020833333338|FOLD.NEURO.PRG:0.0298281249999999|FOLD.NEURO.ESR:0.13028125000000101
39	Lhfpl2	4_neurons_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000045312	ENSMUST00000221096|ENSMUST00000118195|ENSMUST00000121618|ENSMUST00000120051|ENSMUST00000054274|ENSMUST00000131595|ENSMUST00000156071|ENSMUST00000223423|ENSMUST00000144838	NM_172589	LHFPL2	vgim	Regulation: DOWN|Probe.Set:ILMN_2721357|Identifier:NM_172589.2|FirstOfLocuslink:NP_766177.1|FirstOfName:Lhfpl2|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.4343610038086695e-16|ANOVA.CELL:6.496823642332669e-29|ANOVA.INT:4.3791583160749495e-07|FDR_ANOVA.TREAT:1.98222731237327e-13|FDR_ANOVA.CELL:6.76554656881075e-28|FDR_ANOVA.INT:8.355506449853101e-05|TTEST.ASTRO.DEX:5.7522227728422995e-06|TTEST.ASTRO.ALD:0.0616200237595322|TTEST.ASTRO.DHT:0.209640209850867|TTEST.ASTRO.PRG:0.36390926962699|TTEST.ASTRO.ESR:0.9291255210889621|TTEST.NEURO.DEX:0.0108078795915164|TTEST.NEURO.ALD:0.24011635339674503|TTEST.NEURO.DHT:0.35915890028427105|TTEST.NEURO.PRG:0.980490965613202|TTEST.NEURO.ESR:0.636908150527946|FDR_TTEST.ASTRO.DEX:0.00193870900958555|FDR_TTEST.ASTRO.ALD:0.652862717378616|FDR_TTEST.ASTRO.DHT:0.913268928121404|FDR_TTEST.ASTRO.PRG:0.9244145469310041|FDR_TTEST.ASTRO.ESR:0.9974497399117631|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-1.0557343750000001|FOLD.ASTRO.ALD:-0.160427083333332|FOLD.ASTRO.DHT:0.0915494791666678|FOLD.ASTRO.PRG:-0.0782447916666662|FOLD.ASTRO.ESR:0.0054348958333339|FOLD.NEURO.DEX:-0.377458333333333|FOLD.NEURO.ALD:-0.11625520833333201|FOLD.NEURO.DHT:0.10128125|FOLD.NEURO.PRG:0.00284375000000026|FOLD.NEURO.ESR:-0.048791666666666296
40	Tnfrsf19	4_neurons_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000060548	ENSMUST00000225501|ENSMUST00000224371|ENSMUST00000111234|ENSMUST00000111236|ENSMUST00000225730	NM_001164155|NM_013869	TNFRSF19	TAJ|Troy|TAJ-ALPHA|TRADE	Regulation: DOWN|Probe.Set:ILMN_2793522|Identifier:NM_013869.3|FirstOfLocuslink:NP_038897.3|FirstOfName:Tnfrsf19|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:0.00011659740645268701|ANOVA.CELL:2.53194268317442e-17|ANOVA.INT:0.7312061629128941|FDR_ANOVA.TREAT:0.00638643967443223|FDR_ANOVA.CELL:1.16016593681548e-16|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.013608541292364001|TTEST.ASTRO.ALD:0.6600201945164621|TTEST.ASTRO.DHT:0.9287377806417991|TTEST.ASTRO.PRG:0.428953389584171|TTEST.ASTRO.ESR:0.75035878204421|TTEST.NEURO.DEX:0.0108729045455828|TTEST.NEURO.ALD:0.7709531066882661|TTEST.NEURO.DHT:0.633970825904253|TTEST.NEURO.PRG:0.34786122867519503|TTEST.NEURO.ESR:0.9229677015748341|FDR_TTEST.ASTRO.DEX:0.213587488409258|FDR_TTEST.ASTRO.ALD:0.949797115385249|FDR_TTEST.ASTRO.DHT:0.993257200709689|FDR_TTEST.ASTRO.PRG:0.9331374681114071|FDR_TTEST.ASTRO.ESR:0.988803998506053|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.42778906250000004|FOLD.ASTRO.ALD:-0.0526536458333329|FOLD.ASTRO.DHT:-0.0116822916666663|FOLD.ASTRO.PRG:0.0924947916666667|FOLD.ASTRO.ESR:-0.025125000000001|FOLD.NEURO.DEX:-0.249804687499999|FOLD.NEURO.ALD:0.0367994791666675|FOLD.NEURO.DHT:-0.0590078124999991|FOLD.NEURO.PRG:0.07394791666666829|FOLD.NEURO.ESR:0.00635416666666799
41	Lcp1	4_neurons_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000021998	ENSMUST00000145303|ENSMUST00000125833|ENSMUST00000143539|ENSMUST00000131802|ENSMUST00000134114|ENSMUST00000148609|ENSMUST00000124499|ENSMUST00000130510|ENSMUST00000122840|ENSMUST00000124608|ENSMUST00000149883	NM_008879|NM_001247984	LCP1	L-fimbrin|Pls2|D14Ertd310e|L-plastin	Regulation: DOWN|Probe.Set:ILMN_1216871|Identifier:NM_008879.3|FirstOfLocuslink:NP_032905.2|FirstOfName:Lcp1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.1465587867282302e-05|ANOVA.CELL:6.3859130164248896e-34|ANOVA.INT:0.20117940690190503|FDR_ANOVA.TREAT:0.0008470592866942321|FDR_ANOVA.CELL:1.1064283212773101e-32|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.0022419518209540502|TTEST.ASTRO.ALD:0.7545304354215221|TTEST.ASTRO.DHT:0.0833233548862149|TTEST.ASTRO.PRG:0.503807051868834|TTEST.ASTRO.ESR:0.687083225421644|TTEST.NEURO.DEX:0.0116274847307396|TTEST.NEURO.ALD:0.0983907876599081|TTEST.NEURO.DHT:0.39134691083850004|TTEST.NEURO.PRG:0.49479572407598504|TTEST.NEURO.ESR:0.8317374530870211|FDR_TTEST.ASTRO.DEX:0.07956947223730369|FDR_TTEST.ASTRO.ALD:0.9650638570948731|FDR_TTEST.ASTRO.DHT:0.8888789052428481|FDR_TTEST.ASTRO.PRG:0.9468523116738541|FDR_TTEST.ASTRO.ESR:0.9860111541866781|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.49149999999999805|FOLD.ASTRO.ALD:-0.0406770833333319|FOLD.ASTRO.DHT:0.14039062500000202|FOLD.ASTRO.PRG:0.06677083333333479|FOLD.ASTRO.ESR:0.0373958333333348|FOLD.NEURO.DEX:-0.21967187500000002|FOLD.NEURO.ALD:-0.110265625|FOLD.NEURO.DHT:0.16115364583333402|FOLD.NEURO.PRG:-0.0525182291666662|FOLD.NEURO.ESR:-0.0247812500000002
42	Plaur	4_neurons_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000046223	ENSMUST00000205877|ENSMUST00000002284|ENSMUST00000206514|ENSMUST00000206693|ENSMUST00000206636|ENSMUST00000206935	NM_011113	PLAUR	uPAR|Cd87|urokinase-type plasminogen activator receptor|u-PAR	Regulation: DOWN|Probe.Set:ILMN_2590884|Identifier:NM_011113.3|FirstOfLocuslink:NP_035243.1|FirstOfName:Plaur|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:4.41693228750462e-06|ANOVA.CELL:3.76918209438653e-16|ANOVA.INT:0.12372360631528301|FDR_ANOVA.TREAT:0.00036354265854409703|FDR_ANOVA.CELL:1.61520384247057e-15|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.000989522043925541|TTEST.ASTRO.ALD:0.10482071057770101|TTEST.ASTRO.DHT:0.331546285380787|TTEST.ASTRO.PRG:0.27087548650958804|TTEST.ASTRO.ESR:0.6582184518502711|TTEST.NEURO.DEX:0.011811086968166|TTEST.NEURO.ALD:0.0886342218959407|TTEST.NEURO.DHT:0.793596928468516|TTEST.NEURO.PRG:0.0870405281223593|TTEST.NEURO.ESR:0.18966442380294|FDR_TTEST.ASTRO.DEX:0.0481456173405879|FDR_TTEST.ASTRO.ALD:0.717837737560714|FDR_TTEST.ASTRO.DHT:0.9342418488794481|FDR_TTEST.ASTRO.PRG:0.9108991004944981|FDR_TTEST.ASTRO.ESR:0.9831867831049341|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.530164062500001|FOLD.ASTRO.ALD:-0.235408854166668|FOLD.ASTRO.DHT:0.0922604166666652|FOLD.ASTRO.PRG:-0.0966614583333349|FOLD.ASTRO.ESR:-0.0333020833333357|FOLD.NEURO.DEX:-0.25070833333333403|FOLD.NEURO.ALD:-0.18110937500000002|FOLD.NEURO.DHT:0.0422890625000001|FOLD.NEURO.PRG:-0.15479166666666602|FOLD.NEURO.ESR:-0.146916666666667
